index,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,search_term,radius_size_km,lat_long,area_block,country
0,OPERATIONAL,"{'location': {'lat': 52.5221006, 'lng': 13.401231}, 'viewport': {'northeast': {'lat': 52.52361062989272, 'lng': 13.40219497989272}, 'southwest': {'lat': 52.52091097010727, 'lng': 13.39949532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101607382222005741496"">Juhee K</a>'], 'photo_reference': 'Aap_uECZzH4A2dM85w_TtbVvhAw3WlefTNlAenqL0lc5VzgBQ0MAZQgOgdx-DStP70mqikliNJsk2XROZide2bDVQKew_raVIb-xwkll2BLa7uyy31vn5df_VB20oCjM28u-CF0rBXYfHwWzORdCNGi7hiaERdwlmfAO_ser8khtcK6Nh3Bv', 'width': 4032}]",ChIJz5gDUR9OqEcRrRGJr5kpzcw,"{'compound_code': 'GCC2+RF Berlin', 'global_code': '9F4MGCC2+RF'}",4.1,ChIJz5gDUR9OqEcRrRGJr5kpzcw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",560.0,"Henriette-Herz-Platz 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.397347868378606",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5240269, 'lng': 13.4029993}, 'viewport': {'northeast': {'lat': 52.52537672989272, 'lng': 13.40434912989272}, 'southwest': {'lat': 52.52267707010728, 'lng': 13.40164947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA Rosenthaler Straße,{'open_now': True},"[{'height': 5304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108101447098471489336"">A Google User</a>'], 'photo_reference': 'Aap_uECQA2NN5OTksm0AirgAlpkbN9HLuIybkJ1i80T1Of0VEFbbMmpcbbcaSTrJpKAqWNuPFYU8zeTUTqCd7LgOnrLSE4zcjSgks007Wo2OuCWVf278iQhb6dnxxU2sO1b1SL-oHNHP69dLLGCGnZpB93QunPz5M3riue1s8lCTu5n4TJ-e', 'width': 7952}]",ChIJj9lI4eBRqEcRKu3Fcisu1Qk,"{'compound_code': 'GCF3+J5 Berlin', 'global_code': '9F4MGCF3+J5'}",3.6,ChIJj9lI4eBRqEcRKu3Fcisu1Qk,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",104.0,"Rosenthaler Str. 43-45, Berlin",supermarkt,0.07,"52.523294945572125, 13.399410503697146",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5221378, 'lng': 13.4034721}, 'viewport': {'northeast': {'lat': 52.52323837989272, 'lng': 13.40490642989272}, 'southwest': {'lat': 52.52053872010728, 'lng': 13.40220677010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116216202357062578677"">Kevin Bettin</a>'], 'photo_reference': 'Aap_uEAnUrnd55Mqsof8Rtf5TfndJzkYYusw1ggolas6tiqALR9SjVTEF7ylHk1jem16U-VjLZGMWWRi82kcOvyp2TtPsha-whqTmmkHg1xnLz--pjK5ZEtfv8_3AAgyqjKMeNXebEzP86bkMM5h71wambf3FQMM7bQV6VFhayofZivsYoxW', 'width': 3024}]",ChIJmQtpiOBRqEcRqBjTGY_LvHI,"{'compound_code': 'GCC3+V9 Berlin', 'global_code': '9F4MGCC3+V9'}",3.9,ChIJmQtpiOBRqEcRqBjTGY_LvHI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1116.0,"Litfaß-Platz 4, Berlin",supermarkt,0.07,"52.523294945572125, 13.399410503697146",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5221006, 'lng': 13.401231}, 'viewport': {'northeast': {'lat': 52.52361062989272, 'lng': 13.40219497989272}, 'southwest': {'lat': 52.52091097010727, 'lng': 13.39949532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101607382222005741496"">Juhee K</a>'], 'photo_reference': 'Aap_uEB8ie8w8xHFU0jH-e9Umv9WufZqKNJTIH-V2Xw6v6zK1pPW8c39WBaaeduk3kLzIxReBuhQdcBz_V950oARV3_ef8zVCKlGOKpw_wzESRjw0fNFy-wIu38Le6CvWjG7iSXuF4uxwq8n-8N7Hqka1ZGj9jIdRv-w03b2H9EvcJL79WBa', 'width': 4032}]",ChIJz5gDUR9OqEcRrRGJr5kpzcw,"{'compound_code': 'GCC2+RF Berlin', 'global_code': '9F4MGCC2+RF'}",4.1,ChIJz5gDUR9OqEcRrRGJr5kpzcw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",560.0,"Henriette-Herz-Platz 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.399410503697146",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5240269, 'lng': 13.4029993}, 'viewport': {'northeast': {'lat': 52.52537672989272, 'lng': 13.40434912989272}, 'southwest': {'lat': 52.52267707010728, 'lng': 13.40164947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA Rosenthaler Straße,{'open_now': True},"[{'height': 5304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108101447098471489336"">A Google User</a>'], 'photo_reference': 'Aap_uEDON-Imj_87KHNDEBS0CqqhPgNPBqlvt1BIkueFTUQgZdTK0LT0xNo4wmZMGsP8hqKu2pramMVSA04_44Z3B4YyPyHP0E2F_ka07ZHTEFZOfWBEHeawwcfw4HH5FYsUH2-xIvmUz-v1eT7-FlEpaarVWqyTaYghqJMRNeNfDtyAem1q', 'width': 7952}]",ChIJj9lI4eBRqEcRKu3Fcisu1Qk,"{'compound_code': 'GCF3+J5 Berlin', 'global_code': '9F4MGCF3+J5'}",3.6,ChIJj9lI4eBRqEcRKu3Fcisu1Qk,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",104.0,"Rosenthaler Str. 43-45, Berlin",supermarkt,0.07,"52.523294945572125, 13.401473139015685",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5221378, 'lng': 13.4034721}, 'viewport': {'northeast': {'lat': 52.52323837989272, 'lng': 13.40490642989272}, 'southwest': {'lat': 52.52053872010728, 'lng': 13.40220677010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116216202357062578677"">Kevin Bettin</a>'], 'photo_reference': 'Aap_uECvuw_XqMV2J45fHWZba1cWjvp3f7bOvcEAK7tUtqbewYQpbOo-QbG42gpyHj0IozQiNtW92ciBgEvLk6H_h3mi5FqtlLmGuuRQgb392xbe62N6hhiuzelUzrjbEi07veZVR6ZOmDq_YpYnE1n_qjfq090Mcvgeqps9dS2uvB4RaGr_', 'width': 3024}]",ChIJmQtpiOBRqEcRqBjTGY_LvHI,"{'compound_code': 'GCC3+V9 Berlin', 'global_code': '9F4MGCC3+V9'}",3.9,ChIJmQtpiOBRqEcRqBjTGY_LvHI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1116.0,"Litfaß-Platz 4, Berlin",supermarkt,0.07,"52.523294945572125, 13.401473139015685",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5221006, 'lng': 13.401231}, 'viewport': {'northeast': {'lat': 52.52361062989272, 'lng': 13.40219497989272}, 'southwest': {'lat': 52.52091097010727, 'lng': 13.39949532010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Asia Mekong,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101607382222005741496"">Juhee K</a>'], 'photo_reference': 'Aap_uEAPdcg072rBG0W9tqTrs8Qq4uWJiojZ-PHISGZAsbkAntcHZAo7EKAVO54qb_sxs0udhGKlczqeJW5g00Ad1MLd4xTrXQ3sOekZf6hnY9Oj3M4aRrdxSywT3B15qWk2go61kbTBZIGkxhjLkG5CicqYeoFXLXIWhwd87I_FU7667tI6', 'width': 4032}]",ChIJz5gDUR9OqEcRrRGJr5kpzcw,"{'compound_code': 'GCC2+RF Berlin', 'global_code': '9F4MGCC2+RF'}",4.1,ChIJz5gDUR9OqEcRrRGJr5kpzcw,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",560.0,"Henriette-Herz-Platz 1, Berlin",supermarkt,0.07,"52.523294945572125, 13.401473139015685",Berlin-Mitte,Germany
0,OPERATIONAL,"{'location': {'lat': 52.5240269, 'lng': 13.4029993}, 'viewport': {'northeast': {'lat': 52.52537672989272, 'lng': 13.40434912989272}, 'southwest': {'lat': 52.52267707010728, 'lng': 13.40164947010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,EDEKA Rosenthaler Straße,{'open_now': True},"[{'height': 5304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108101447098471489336"">A Google User</a>'], 'photo_reference': 'Aap_uEDQIfW6m1yC0NIksFiKaIrMbNJAw89e12WvdDSMw6UoLDva6bg-AJDRRcbN3KdYbmkuxLWbjwnK0bXvykd6NBMX4ziRRJtwcL8CvJr0VoYiTDWEGf-AsYTFy4mK8-RuWRV_UK5IbjSR8xAcHCIgXiPirOoMnLcFye73iAyBXTUij5Qq', 'width': 7952}]",ChIJj9lI4eBRqEcRKu3Fcisu1Qk,"{'compound_code': 'GCF3+J5 Berlin', 'global_code': '9F4MGCF3+J5'}",3.6,ChIJj9lI4eBRqEcRKu3Fcisu1Qk,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",104.0,"Rosenthaler Str. 43-45, Berlin",supermarkt,0.07,"52.523294945572125, 13.403535774334225",Berlin-Mitte,Germany
1,OPERATIONAL,"{'location': {'lat': 52.5221378, 'lng': 13.4034721}, 'viewport': {'northeast': {'lat': 52.52323837989272, 'lng': 13.40490642989272}, 'southwest': {'lat': 52.52053872010728, 'lng': 13.40220677010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,REWE,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116216202357062578677"">Kevin Bettin</a>'], 'photo_reference': 'Aap_uEAwTFqPKmx9L2dvufN6OJqGws78CVboz2UhZGbE5FOJmWSvsq6C9yUogNDVmLKKPUBhmBacNlMgtg0gv78HA3j39ke7ziBZ0Qw-2Al1MVxtBbwhWwIrR2O2IF6M9XQE2fhU7O02dnx4bFoY2rqufpBYELBU1xI3_Aj6tjhtHWCss_pD', 'width': 3024}]",ChIJmQtpiOBRqEcRqBjTGY_LvHI,"{'compound_code': 'GCC3+V9 Berlin', 'global_code': '9F4MGCC3+V9'}",3.9,ChIJmQtpiOBRqEcRqBjTGY_LvHI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",1116.0,"Litfaß-Platz 4, Berlin",supermarkt,0.07,"52.523294945572125, 13.403535774334225",Berlin-Mitte,Germany
2,OPERATIONAL,"{'location': {'lat': 52.5222845, 'lng': 13.4080578}, 'viewport': {'northeast': {'lat': 52.52356842989272, 'lng': 13.40879505}, 'southwest': {'lat': 52.52086877010727, 'lng': 13.40584605}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Kaufland Berlin-Mitte,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108031349055809419348"">Johannes Nieke</a>'], 'photo_reference': 'Aap_uEDbIGSrr-vxPySg_ctb4yXx6v6lCU4xUiZ8D71R_elmfYYRBmmKIyz5CTxSA5kGUYj6ACJk0ZKvk3rcAstR1Aqi-IEprh5YqJTP5SAfnjJq_mpyVCca8Whm97EBM3h7PUb8DznffuSLc77_9hySGRW1D8U0U6eK4Clh0BObE2HfqpiV', 'width': 4608}]",ChIJ3z5s5B9OqEcRNhTDwzwxE-M,"{'compound_code': 'GCC5+W6 Berlin', 'global_code': '9F4MGCC5+W6'}",4.2,ChIJ3z5s5B9OqEcRNhTDwzwxE-M,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",3611.0,"Parkplatz über Rochstraße zu erreichen, Karl-Liebknecht-Str. 13, Berlin",supermarkt,0.07,"52.523294945572125, 13.403535774334225",Berlin-Mitte,Germany
